"code_title","eng_text","kor_text"
"Z12.6","Special screening examination for neoplasm of bladder","방광의 신생물에 대한 특수선별검사"
"Z12.8","Special screening examination for neoplasms of other sites","기타 부위의 신생물에 대한 특수선별검사"
"Z12.9","Special screening examination for neoplasm, unspecified","상세불명의 신생물에 대한 특수선별검사"
"Z00-Z13","Persons encountering health services for examination and investigation","검사 및 조사를 위해 보건서비스와 접하고 있는 사람"
"Z13","Special screening examination for other diseases and disorders","기타 질환 및 장애에 대한 특수선별검사"
"Z13.0","Special screening examination for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","혈액 및 조혈기관의 질환과 면역메커니즘을 침범한 특정 장애에 대한 특수선별검사"
"Z13.1","Special screening examination for diabetes mellitus","당뇨병에 대한 특수선별검사"
"Z13.2","Special screening examination for nutritional disorders","영양장애에 대한 특수선별검사"
"Z13.3","Special screening examination for mental and behavioural disorders","정신 및 행동 장애에 대한 특수선별검사"
"Z13.4","Special screening examination for certain developmental disorders in childhood","소아의 특정 발달장애에 대한 특수선별검사"
"Z13.5","Special screening examination for eye and ear disorders","눈 및 귀 장애에 대한 특수선별검사"
"Z13.6","Special screening examination for cardiovascular disorders","심혈관장애에 대한 특수선별검사"
"Z13.7","Special screening examination for congenital malformations, deformations and chromosomal abnormalities","선천기형, 변형 및 염색체이상에 대한 특수선별검사"
"Z13.8","Special screening examination for other specified diseases and disorders","기타 명시된 질환 및 장애에 대한 특수선별검사"
"Z13.9","Special screening examination, unspecified","상세불명의 특수선별검사"
"","",""
"","",""
"","",""
"","",""
"Z20-Z29","Persons with potential health hazards related to communicable diseases","전염성 질환과 관련되어 잠재적인 건강위험이 있는 사람"
"Z20","Contact with and exposure to communicable diseases","전염성 질환에 접촉 및 노출"
"Z20.0","Contact with and exposure to intestinal infectious diseases","장감염질환에 접촉 및 노출"
"Z20.1","Contact with and exposure to tuberculosis","결핵에 접촉 및 노출"
"Z20.2","Contact with and exposure to infections with a predominantly sexual mode of transmission","주로 성행위로 전파되는 감염에 접촉 및 노출"
"Z20.3","Contact with and exposure to rabies","광견병에 접촉 및 노출"
"Z20.4","Contact with and exposure to rubella","풍진에 접촉 및 노출"
"Z20.5","Contact with and exposure to viral hepatitis","바이러스간염에 접촉 및 노출"
"Z20.6","Contact with and exposure to human immunodeficiency virus [HIV]","인체면역결핍바이러스에 접촉 및 노출"
"Z20.7","Contact with and exposure to pediculosis, acariasis and other infestations","이감염증, 진드기증 및 기타 기생충 감염에 접촉 및 노출"
"Z20.8","Contact with and exposure to other communicable diseases","기타 전염성 질환에 접촉 및 노출"
"Z20.9","Contact with and exposure to unspecified communicable disease","상세불명의 전염성 질환에 접촉 및 노출"
"Z21","Asymptomatic human immunodeficiency virus [HIV] infection status","무증상 인체면역결핍바이러스 감염상태"
"Z22","Carrier of infectious disease","감염성 질환의 보균자"
"Z22.0","Carrier of typhoid","장티푸스보균자"
"Z22.1","Carrier of other intestinal infectious disease","기타 장감염질환의 보균자"
"Z22.2","Carrier of diphtheria","디프테리아보균자"
"Z22.3","Carrier of other specified bacterial disease","기타 명시된 세균성 질환의 보균자"
"Z22.4","Carrier of infections with a predominantly sexual mode of transmission","주로 성행위로 전파되는 감염의 보균자"
"Z22.6","Carrier of human T-lymphotropic virus type 1 [HTLV-1] infection","인체T-림프구친화바이러스1형[HTLV-1]감염의 보균자"
"Z22.8","Carrier of other infectious diseases","기타 감염성 질환의 보균자"
"Z22.9","Carrier of infectious disease, unspecified","상세불명의 감염성 질환의 보균자"
"Z23","Need for immunization against single bacterial diseases","단일 세균성 질환에 대한 예방접종의 필요"
"Z23.0","Need for immunization against cholera alone","콜레라에 대한 예방접종의 필요"
"Z23.1","Need for immunization against typhoid-paratyphoid alone [TAB]","장티푸스-파라티푸스[TAB]에 대한 예방접종의 필요"
"Z23.2","Need for immunization against tuberculosis [BCG]","결핵[BCG]에 대한 예방접종의 필요"
"Z23.3","Need for immunization against plague","흑사병에 대한 예방접종의 필요"
"Z23.4","Need for immunization against tularaemia","야생토끼병에 대한 예방접종의 필요"
"Z23.5","Need for immunization against tetanus alone","파상풍에 대한 예방접종의 필요"
"Z23.6","Need for immunization against diphtheria alone","디프테리아에 대한 예방접종의 필요"
"Z23.7","Need for immunization against pertussis alone","백일해에 대한 예방접종의 필요"
"Z23.8","Need for immunization against other single bacterial diseases","기타 단일 세균성 질환에 대한 예방접종의 필요"
"Z25","Need for immunization  against other single viral diseases","기타 단일 바이러스질환에 대한 예방접종의 필요"
"Z25.0","Need for immunization against mumps alone","볼거리에 대한 예방접종의 필요"
"Z25.1","Need for immunization against influenza","인플루엔자에 대한 예방접종의 필요"
"Z25.8","Need for immunization  against other specified single viral diseases","기타 명시된 단일 바이러스질환에 대한 예방접종의 필요"
"Z20-Z29","Persons with potential health hazards related to communicable diseases","전염성 질환과 관련되어 잠재적인 건강위험이 있는 사람"
"Z29","Need for other prophylactic measures","기타 예방적 조치의 필요"
"Z29.0","Isolation","격리"
"Z29.1","Prophylactic immunotherapy","예방적 면역요법"
"Z29.2","Other prophylactic chemotherapy","기타 예방적 화학요법"
"Z29.8","Other specified prophylactic measures","기타 명시된 예방적 조치"
"Z29.9","Prophylactic measure, unspecified","상세불명의 예방적 조치"
"Z30-Z39","Persons encountering health services in circumstances related to reproduction (Z30-Z39)","생식에 관련된 상황에서 보건서비스와 접하고 있는 사람"
"Z30","Contraceptive management","피임관리"
"Z30.0","General counselling and advice on contraception","피임에 관한 일반 상담 및 권고"
"Z30.00","Encounter for initial prescription of contraceptive pills","경구피임약의 초기 처방을 위한 방문"
"Z30.01","Encounter for prescription of emergency contraception","응급피임의 처방을 위한 방문"
"Z30.02","Encounter for initial prescription of injectable contraceptives","주사용피임제의 초기처방을 위한 방문"
"Z30.03","Encounter for initial prescription of other contraceptives","기타 피임제의 초기처방을 위한 방문"
"Z30.08","Other general counselling and advice on contraception","피임에 관한 기타 일반 상담 및 권고"
"Z30.1","Insertion of (intrauterine) contraceptive device","(자궁내)피임장치의 삽입"
"Z30.2","Sterilization","불임법"
"Z30.3","Menstrual extraction","월경추출법"
"Z30.4","Surveillance of contraceptive drugs","피임약제의 감시"
"Z30.5","Surveillance of (intrauterine) contraceptive device","(자궁내)피임장치의 감시"
"Z30.8","Other contraceptive management","기타 피임관리"
"Z30.80","Surveillance of injectable contraceptives","주사용피임제의 감시"
"Z30.81","Surveillance of other contraceptives","기타 피임제의 감시"
"Z30.88","Other contraceptive management","기타 피임관리"
"Z30.9","Contraceptive management, unspecified","상세불명의 피임관리"
"Z31","Procreative management","출산관리"
"Z31.0","Tuboplasty or vasoplasty after previous sterilization","과거 불임시술 이후의 난관 또는 정관 성형술"
"Z31.1","Artificial insemination","인공정액주입"
"Z31.2","In vitro fertilization","시험관수정"
"Z31.3","Other assisted fertilization methods","기타 보조수정방법"
"Z31.4","Procreative investigation and testing","출산 조사 및 검사"
"Z31.5","Genetic counselling","유전상담"
"Z31.6","General counselling and advice on procreation","출산에 대한 일반적인 상담 및 권고"
"Z31.8","Other procreative management","기타 출산관리"
"Z31.9","Procreative management, unspecified","상세불명의 출산관리"
"Z32","Pregnancy examination and test","임신검사"
"Z32.0","Pregnancy, not (yet) confirmed","확인 안된 임신"
"Z32.1","Pregnancy confirmed","확인된 임신"
"Z33","Pregnant state, incidental","우연히 확인된 임신상태"
"Z34","Supervision of normal pregnancy","정상임신의 관리"
"Z34.0","Supervision of normal first pregnancy","정상최초임신의 관리"
"Z34.00","Supervision of normal first pregnancy, less than 24 weeks pregnant","정상최초임신의 관리, 임신 22주 미만"
"Z34.01","Supervision of normal first pregnancy, 22 weeks pregnant or more, less than 34 weeks pregnant","정상최초임신의 관리, 임신 22주 이상, 34주 미만"
"Z34.02","Supervision of normal first pregnancy, 34 weeks or more pregnant ","정상최초임신의 관리, 임신 34주 이상"
"Z34.09","Supervision of normal first pregnancy, unspecified pregnancy duration","정상최초임신의 관리, 상세불명의 임신기간"
"Z34.8","Supervision of other normal pregnancy","기타 정상임신의 관리"
"Z34.80","Supervision of other normal pregnancy, less than 24 weeks pregnant","기타 정상임신의 관리, 임신 22주 미만"
"Z34.81","Supervision of other normal pregnancy, 22 weeks pregnant or more, less than 34 weeks pregnant","기타 정상임신의 관리, 임신 22주 이상, 34주 미만"
"Z34.82","Supervision of other normal pregnancy, 34 weeks or more pregnant ","기타 정상임신의 관리, 임신 34주 이상"
"Z34.89","Supervision of other normal pregnancy, unspecified pregnancy duration","기타 정상임신의 관리, 상세불명의 임신기간"
"Z34.9","Supervision of normal pregnancy, unspecified","상세불명의 정상임신의 관리"
"Z34.90","Supervision of normal pregnancy, unspecified, less than 24 weeks pregnant","상세불명의 정상임신의 관리, 임신 22주 미만"
"Z34.91","Supervision of normal pregnancy, unspecified, 22 weeks pregnant or more, less than 34 weeks pregnant","상세불명의 정상임신의 관리, 임신 22주 이상, 34주 미만"
"Z34.92","Supervision of normal pregnancy, unspecified, 34 weeks or more pregnant ","상세불명의 정상임신의 관리, 임신 34주 이상"
